"package";"model";"PCA";"train_CV_method";"train_test_split";"train_n_repeat";"train_balance";"Accuracy";"Kappa";"AccuracyLower";"AccuracyUpper";"AccuracyNull";"AccuracyPValue";"McnemarPValue";"Sensitivity";"Specificity";"Pos.Pred.Value";"Neg.Pred.Value";"Precision";"Recall";"F1";"Prevalence";"Detection.Rate";"Detection.Prevalence";"Balanced.Accuracy";"AUROC";"Nphenotype";"Density.yes";"Density.no";"Density.NA";"Density_agg";"Balance.yes";"Balance.no";"Balance_agg";"Database.Database";"Phenotype.Phenotypic_trait";"Phenotype.Bacterial_metadata_columns1";"Phenotype.Bacterial_metadata_columns2";"Phenotype.Bacterial_metadata_columns3";"Phenotype.Bacterial_metadata_columns4";"Phenotype.NA_substitution";"Phenotype.NA_substitution_value";"Genome.Pattern_gene_columns";"Genome.Pattern_genomic_table_columns";"Genome.Fix_multiple_genomes";"Genome.Genome_ortholog_type";"Genome.Genome_type"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,5;0;0,0125791170934251;0,987420882906575;0,5;0,75;1;1;0;0,5;NA;0,5;1;0,666666666666667;0,5;0,5;1;0,5;0,5;16;50;50;0;100;50;50;0;"FAPROTAX";"aerobic_ammonia_oxidation";"Name";"Genus";"Species";"Strain";"NA2level";"no";"COG\d+";"COG\d+|GenomeID";"pickone";"COG";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";1;1;0,158113883008419;1;0,5;0,25;NA;1;1;1;1;1;1;1;0,5;0,5;0,5;1;1;16;50;50;0;100;50;50;0;"FAPROTAX";"aerobic_ammonia_oxidation";"Name";"Genus";"Species";"Strain";"NA2level";"no";"K\d+";"K\d+|GenomeID";"pickone";"KEGG";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,5;0;0,0125791170934251;0,987420882906575;0,5;0,75;1;0;1;NA;0,5;NA;0;NA;0,5;0;0;0,5;0,5;16;50;50;0;100;50;50;0;"FAPROTAX";"aerobic_ammonia_oxidation";"Name";"Genus";"Species";"Strain";"NA2level";"no";"PF\d+";"PF\d+|GenomeID";"pickone";"pFam";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,9375;0,875;0,697679261565468;0,998418888277234;0,5;0,0002593994140625;1;1;0,875;0,888888888888889;1;0,888888888888889;1;0,941176470588235;0,5;0,5;0,5625;0,9375;0,9375;72;50;50;0;100;50;50;0;"FAPROTAX";"aerobic_anoxygenic_phototrophy";"Name";"Genus";"Species";"Strain";"NA2level";"no";"COG\d+";"COG\d+|GenomeID";"pickone";"COG";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,9375;0,875;0,697679261565468;0,998418888277234;0,5;0,0002593994140625;1;1;0,875;0,888888888888889;1;0,888888888888889;1;0,941176470588235;0,5;0,5;0,5625;0,9375;0,9375;72;50;50;0;100;50;50;0;"FAPROTAX";"aerobic_anoxygenic_phototrophy";"Name";"Genus";"Species";"Strain";"NA2level";"no";"K\d+";"K\d+|GenomeID";"pickone";"KEGG";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,9375;0,875;0,697679261565468;0,998418888277234;0,5;0,0002593994140625;1;0,875;1;1;0,888888888888889;1;0,875;0,933333333333333;0,5;0,4375;0,4375;0,9375;0,9375;72;50;50;0;100;50;50;0;"FAPROTAX";"aerobic_anoxygenic_phototrophy";"Name";"Genus";"Species";"Strain";"NA2level";"no";"PF\d+";"PF\d+|GenomeID";"pickone";"pFam";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,754385964912281;0,508771929824561;0,66494396849627;0,830170722040717;0,5;2,42106630142657e-08;0,850106739138526;0,736842105263158;0,771929824561403;0,763636363636364;0,745762711864407;0,763636363636364;0,736842105263158;0,75;0,5;0,368421052631579;0,482456140350877;0,754385964912281;0,754385964912281;462;50;50;0;100;50;50;0;"FAPROTAX";"aerobic_chemoheterotrophy";"Name";"Genus";"Species";"Strain";"NA2level";"no";"COG\d+";"COG\d+|GenomeID";"pickone";"COG";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,798245614035088;0,596491228070176;0,712810052803878;0,867596499905319;0,5;4,64548608801428e-11;0,676657321716424;0,824561403508772;0,771929824561403;0,783333333333333;0,814814814814815;0,783333333333333;0,824561403508772;0,803418803418803;0,5;0,412280701754386;0,526315789473684;0,798245614035088;0,798245614035088;462;50;50;0;100;50;50;0;"FAPROTAX";"aerobic_chemoheterotrophy";"Name";"Genus";"Species";"Strain";"NA2level";"no";"K\d+";"K\d+|GenomeID";"pickone";"KEGG";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,771929824561403;0,543859649122807;0,683951588388766;0,845285233337095;0,5;2,29478614675118e-09;0,0775561667436659;0,859649122807018;0,684210526315789;0,731343283582089;0,829787234042553;0,73134328358209;0,859649122807018;0,790322580645161;0,5;0,429824561403509;0,587719298245614;0,771929824561403;0,771929824561403;462;50;50;0;100;50;50;0;"FAPROTAX";"aerobic_chemoheterotrophy";"Name";"Genus";"Species";"Strain";"NA2level";"no";"PF\d+";"PF\d+|GenomeID";"pickone";"pFam";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";1;1;0,397635364383525;1;0,5;0,0625;NA;1;1;1;1;1;1;1;0,5;0,5;0,5;1;1;18;50;50;0;100;50;50;0;"FAPROTAX";"aliphatic_non_methane_hydrocarbon_degradation";"Name";"Genus";"Species";"Strain";"NA2level";"no";"COG\d+";"COG\d+|GenomeID";"pickone";"COG";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,75;0,5;0,194120449683243;0,99369053679029;0,5;0,3125;1;1;0,5;0,666666666666667;1;0,666666666666667;1;0,8;0,5;0,5;0,75;0,75;0,75;18;50;50;0;100;50;50;0;"FAPROTAX";"aliphatic_non_methane_hydrocarbon_degradation";"Name";"Genus";"Species";"Strain";"NA2level";"no";"K\d+";"K\d+|GenomeID";"pickone";"KEGG";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,5;0;0,067585986488543;0,932414013511457;0,5;0,6875;0,479500122186953;1;0;0,5;NA;0,5;1;0,666666666666667;0,5;0,5;1;0,5;0,5;18;50;50;0;100;50;50;0;"FAPROTAX";"aliphatic_non_methane_hydrocarbon_degradation";"Name";"Genus";"Species";"Strain";"NA2level";"no";"PF\d+";"PF\d+|GenomeID";"pickone";"pFam";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,830769230769231;0,661538461538462;0,755068873152793;0,890799473189778;0,5;3,98464280795611e-15;0,831170409541762;0,846153846153846;0,815384615384615;0,82089552238806;0,841269841269841;0,82089552238806;0,846153846153846;0,833333333333333;0,5;0,423076923076923;0,515384615384615;0,830769230769231;0,830769230769231;524;50;50;0;100;50;50;0;"FAPROTAX";"animal_parasites_or_symbionts";"Name";"Genus";"Species";"Strain";"NA2level";"no";"COG\d+";"COG\d+|GenomeID";"pickone";"COG";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,853846153846154;0,707692307692308;0,781207411407222;0,909653147884051;0,5;2,66148342923474e-17;1;0,846153846153846;0,861538461538462;0,859375;0,848484848484849;0,859375;0,846153846153846;0,852713178294574;0,5;0,423076923076923;0,492307692307692;0,853846153846154;0,853846153846154;522;50;50;0;100;50;50;0;"FAPROTAX";"animal_parasites_or_symbionts";"Name";"Genus";"Species";"Strain";"NA2level";"no";"K\d+";"K\d+|GenomeID";"pickone";"KEGG";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,753846153846154;0,507692307692308;0,670634072599966;0,825137066975368;0,5;2,80554275025187e-09;0,21592493894014;0,815384615384615;0,692307692307692;0,726027397260274;0,789473684210526;0,726027397260274;0,815384615384615;0,768115942028986;0,5;0,407692307692308;0,561538461538462;0,753846153846154;0,753846153846154;524;50;50;0;100;50;50;0;"FAPROTAX";"animal_parasites_or_symbionts";"Name";"Genus";"Species";"Strain";"NA2level";"no";"PF\d+";"PF\d+|GenomeID";"pickone";"pFam";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";1;1;0,794092785792177;1;0,5;1,52587890625e-05;NA;1;1;1;1;1;1;1;0,5;0,5;0,5;1;1;68;50;50;0;100;50;50;0;"FAPROTAX";"anoxygenic_photoautotrophy";"Name";"Genus";"Species";"Strain";"NA2level";"no";"COG\d+";"COG\d+|GenomeID";"pickone";"COG";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";1;1;0,794092785792177;1;0,5;1,52587890625e-05;NA;1;1;1;1;1;1;1;0,5;0,5;0,5;1;1;68;50;50;0;100;50;50;0;"FAPROTAX";"anoxygenic_photoautotrophy";"Name";"Genus";"Species";"Strain";"NA2level";"no";"K\d+";"K\d+|GenomeID";"pickone";"KEGG";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";1;1;0,794092785792177;1;0,5;1,52587890625e-05;NA;1;1;1;1;1;1;1;0,5;0,5;0,5;1;1;68;50;50;0;100;50;50;0;"FAPROTAX";"anoxygenic_photoautotrophy";"Name";"Genus";"Species";"Strain";"NA2level";"no";"PF\d+";"PF\d+|GenomeID";"pickone";"pFam";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";1;1;0,630583352447181;1;0,5;0,00390625;NA;1;1;1;1;1;1;1;0,5;0,5;0,5;1;1;36;50;50;0;100;50;50;0;"FAPROTAX";"anoxygenic_photoautotrophy_H2_oxidizing";"Name";"Genus";"Species";"Strain";"NA2level";"no";"COG\d+";"COG\d+|GenomeID";"pickone";"COG";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,875;0,75;0,473490329124793;0,996840276468748;0,5;0,03515625;1;1;0,75;0,8;1;0,8;1;0,888888888888889;0,5;0,5;0,625;0,875;0,875;36;50;50;0;100;50;50;0;"FAPROTAX";"anoxygenic_photoautotrophy_H2_oxidizing";"Name";"Genus";"Species";"Strain";"NA2level";"no";"K\d+";"K\d+|GenomeID";"pickone";"KEGG";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";1;1;0,630583352447181;1;0,5;0,00390625;NA;1;1;1;1;1;1;1;0,5;0,5;0,5;1;1;36;50;50;0;100;50;50;0;"FAPROTAX";"anoxygenic_photoautotrophy_H2_oxidizing";"Name";"Genus";"Species";"Strain";"NA2level";"no";"PF\d+";"PF\d+|GenomeID";"pickone";"pFam";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,916666666666667;0,833333333333333;0,615203834849056;0,99789240676814;0,5;0,003173828125;1;1;0,833333333333333;0,857142857142857;1;0,857142857142857;1;0,923076923076923;0,5;0,5;0,583333333333333;0,916666666666667;0,916666666666667;50;50;50;0;100;50;50;0;"FAPROTAX";"anoxygenic_photoautotrophy_S_oxidizing";"Name";"Genus";"Species";"Strain";"NA2level";"no";"COG\d+";"COG\d+|GenomeID";"pickone";"COG";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";1;1;0,735351530602949;1;0,5;0,000244140625;NA;1;1;1;1;1;1;1;0,5;0,5;0,5;1;1;50;50;50;0;100;50;50;0;"FAPROTAX";"anoxygenic_photoautotrophy_S_oxidizing";"Name";"Genus";"Species";"Strain";"NA2level";"no";"K\d+";"K\d+|GenomeID";"pickone";"KEGG";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,916666666666667;0,833333333333333;0,615203834849056;0,99789240676814;0,5;0,003173828125;1;1;0,833333333333333;0,857142857142857;1;0,857142857142857;1;0,923076923076923;0,5;0,5;0,583333333333333;0,916666666666667;0,916666666666667;50;50;50;0;100;50;50;0;"FAPROTAX";"anoxygenic_photoautotrophy_S_oxidizing";"Name";"Genus";"Species";"Strain";"NA2level";"no";"PF\d+";"PF\d+|GenomeID";"pickone";"pFam";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,75;0,5;0,532887197577331;0,902269590525467;0,5;0,0113279223442078;0,683091398309609;0,666666666666667;0,833333333333333;0,8;0,714285714285714;0,8;0,666666666666667;0,727272727272727;0,5;0,333333333333333;0,416666666666667;0,75;0,75;98;50;50;0;100;50;50;0;"FAPROTAX";"aromatic_compound_degradation";"Name";"Genus";"Species";"Strain";"NA2level";"no";"COG\d+";"COG\d+|GenomeID";"pickone";"COG";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,833333333333333;0,666666666666667;0,626158286511317;0,952646373392743;0,5;0,000771939754486083;0,617075077451974;0,75;0,916666666666667;0,9;0,785714285714286;0,9;0,75;0,818181818181818;0,5;0,375;0,416666666666667;0,833333333333333;0,833333333333333;98;50;50;0;100;50;50;0;"FAPROTAX";"aromatic_compound_degradation";"Name";"Genus";"Species";"Strain";"NA2level";"no";"K\d+";"K\d+|GenomeID";"pickone";"KEGG";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,625;0,25;0,405936384007944;0,812007071803998;0,5;0,153728127479553;0,504985075093846;0,5;0,75;0,666666666666667;0,6;0,666666666666667;0,5;0,571428571428572;0,5;0,25;0,375;0,625;0,625;98;50;50;0;100;50;50;0;"FAPROTAX";"aromatic_compound_degradation";"Name";"Genus";"Species";"Strain";"NA2level";"no";"PF\d+";"PF\d+|GenomeID";"pickone";"pFam";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,6;0,2;0,262378076606945;0,878447741880173;0,5;0,376953125;0,617075077451974;0,4;0,8;0,666666666666667;0,571428571428572;0,666666666666667;0,4;0,5;0,5;0,2;0,3;0,6;0,6;46;50;50;0;100;50;50;0;"FAPROTAX";"aromatic_hydrocarbon_degradation";"Name";"Genus";"Species";"Strain";"NA2level";"no";"COG\d+";"COG\d+|GenomeID";"pickone";"COG";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,6;0,2;0,262378076606945;0,878447741880173;0,5;0,376953125;1;0,6;0,6;0,6;0,6;0,6;0,6;0,6;0,5;0,3;0,5;0,6;0,6;46;50;50;0;100;50;50;0;"FAPROTAX";"aromatic_hydrocarbon_degradation";"Name";"Genus";"Species";"Strain";"NA2level";"no";"K\d+";"K\d+|GenomeID";"pickone";"KEGG";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,7;0,4;0,347547149940003;0,933260488822266;0,5;0,171875;1;0,8;0,6;0,666666666666667;0,75;0,666666666666667;0,8;0,727272727272727;0,5;0,4;0,6;0,7;0,7;46;50;50;0;100;50;50;0;"FAPROTAX";"aromatic_hydrocarbon_degradation";"Name";"Genus";"Species";"Strain";"NA2level";"no";"PF\d+";"PF\d+|GenomeID";"pickone";"pFam";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";1;1;0,158113883008419;1;0,5;0,25;NA;1;1;1;1;1;1;1;0,5;0,5;0,5;1;1;12;50;50;0;100;50;50;0;"FAPROTAX";"arsenate_detoxification";"Name";"Genus";"Species";"Strain";"NA2level";"no";"COG\d+";"COG\d+|GenomeID";"pickone";"COG";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,5;0;0,0125791170934251;0,987420882906575;0,5;0,75;1;1;0;0,5;NA;0,5;1;0,666666666666667;0,5;0,5;1;0,5;0,5;12;50;50;0;100;50;50;0;"FAPROTAX";"arsenate_detoxification";"Name";"Genus";"Species";"Strain";"NA2level";"no";"K\d+";"K\d+|GenomeID";"pickone";"KEGG";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0;-1;0;0,841886116991581;0,5;1;1;0;0;0;0;0;0;NA;0,5;0;0,5;0;1;12;50;50;0;100;50;50;0;"FAPROTAX";"arsenate_detoxification";"Name";"Genus";"Species";"Strain";"NA2level";"no";"PF\d+";"PF\d+|GenomeID";"pickone";"pFam";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,25;-0,5;0,00630946320970987;0,805879550316757;0,5;0,9375;1;0,5;0;0,333333333333333;0;0,333333333333333;0,5;0,4;0,5;0,25;0,75;0,25;0,75;20;50;50;0;100;50;50;0;"FAPROTAX";"arsenate_respiration";"Name";"Genus";"Species";"Strain";"NA2level";"no";"COG\d+";"COG\d+|GenomeID";"pickone";"COG";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,75;0,5;0,194120449683243;0,99369053679029;0,5;0,3125;1;0,5;1;1;0,666666666666667;1;0,5;0,666666666666667;0,5;0,25;0,25;0,75;0,75;20;50;50;0;100;50;50;0;"FAPROTAX";"arsenate_respiration";"Name";"Genus";"Species";"Strain";"NA2level";"no";"K\d+";"K\d+|GenomeID";"pickone";"KEGG";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";1;1;0,397635364383525;1;0,5;0,0625;NA;1;1;1;1;1;1;1;0,5;0,5;0,5;1;1;20;50;50;0;100;50;50;0;"FAPROTAX";"arsenate_respiration";"Name";"Genus";"Species";"Strain";"NA2level";"no";"PF\d+";"PF\d+|GenomeID";"pickone";"pFam";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";1;1;0,158113883008419;1;0,5;0,25;NA;1;1;1;1;1;1;1;0,5;0,5;0,5;1;1;10;50;50;0;100;50;50;0;"FAPROTAX";"arsenite_oxidation_detoxification";"Name";"Genus";"Species";"Strain";"NA2level";"no";"COG\d+";"COG\d+|GenomeID";"pickone";"COG";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";1;1;0,158113883008419;1;0,5;0,25;NA;1;1;1;1;1;1;1;0,5;0,5;0,5;1;1;10;50;50;0;100;50;50;0;"FAPROTAX";"arsenite_oxidation_detoxification";"Name";"Genus";"Species";"Strain";"NA2level";"no";"K\d+";"K\d+|GenomeID";"pickone";"KEGG";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";1;1;0,158113883008419;1;0,5;0,25;NA;1;1;1;1;1;1;1;0,5;0,5;0,5;1;1;10;50;50;0;100;50;50;0;"FAPROTAX";"arsenite_oxidation_detoxification";"Name";"Genus";"Species";"Strain";"NA2level";"no";"PF\d+";"PF\d+|GenomeID";"pickone";"pFam";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,678571428571429;0,357142857142857;0,476483593290382;0,841223962113846;0,5;0,043579276651144;0,504985075093846;0,571428571428571;0,785714285714286;0,727272727272727;0,647058823529412;0,727272727272727;0,571428571428571;0,64;0,5;0,285714285714286;0,392857142857143;0,678571428571429;0,678571428571428;114;50;50;0;100;50;50;0;"FAPROTAX";"cellulolysis";"Name";"Genus";"Species";"Strain";"NA2level";"no";"COG\d+";"COG\d+|GenomeID";"pickone";"COG";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,678571428571429;0,357142857142857;0,476483593290382;0,841223962113846;0,5;0,043579276651144;0,182422439451736;0,857142857142857;0,5;0,631578947368421;0,777777777777778;0,631578947368421;0,857142857142857;0,727272727272727;0,5;0,428571428571429;0,678571428571429;0,678571428571429;0,678571428571428;114;50;50;0;100;50;50;0;"FAPROTAX";"cellulolysis";"Name";"Genus";"Species";"Strain";"NA2level";"no";"K\d+";"K\d+|GenomeID";"pickone";"KEGG";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,571428571428571;0,142857142857143;0,371793628612096;0,755376063697853;0,5;0,285794094204903;0,386476230771233;0,714285714285714;0,428571428571429;0,555555555555556;0,6;0,555555555555556;0,714285714285714;0,625;0,5;0,357142857142857;0,642857142857143;0,571428571428571;0,571428571428571;114;50;50;0;100;50;50;0;"FAPROTAX";"cellulolysis";"Name";"Genus";"Species";"Strain";"NA2level";"no";"PF\d+";"PF\d+|GenomeID";"pickone";"pFam";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,655487804878049;0,310975609756098;0,601308996430796;0,706829067219318;0,5;9,49409559893121e-09;0,258954769658864;0,695121951219512;0,615853658536585;0,64406779661017;0,66887417218543;0,644067796610169;0,695121951219512;0,668621700879765;0,5;0,347560975609756;0,539634146341463;0,655487804878049;0,655487804878049;1312;50;50;0;100;50;50;0;"FAPROTAX";"chemoheterotrophy";"Name";"Genus";"Species";"Strain";"NA2level";"no";"COG\d+";"COG\d+|GenomeID";"pickone";"COG";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,644171779141104;0,288343558282208;0,589540517683608;0,696156356326448;0,5;1,07752587854609e-07;0,780595555697327;0,631901840490798;0,656441717791411;0,647798742138365;0,640718562874252;0,647798742138365;0,631901840490798;0,639751552795031;0,5;0,315950920245399;0,487730061349693;0,644171779141104;0,644171779141104;1304;50;50;0;100;50;50;0;"FAPROTAX";"chemoheterotrophy";"Name";"Genus";"Species";"Strain";"NA2level";"no";"K\d+";"K\d+|GenomeID";"pickone";"KEGG";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,719512195121951;0,439024390243902;0,667533300635123;0,767476733105009;0,5;4,94288199553798e-16;0,465512169874187;0,74390243902439;0,695121951219512;0,709302325581395;0,730769230769231;0,709302325581395;0,74390243902439;0,726190476190476;0,5;0,371951219512195;0,524390243902439;0,719512195121951;0,719512195121951;1312;50;50;0;100;50;50;0;"FAPROTAX";"chemoheterotrophy";"Name";"Genus";"Species";"Strain";"NA2level";"no";"PF\d+";"PF\d+|GenomeID";"pickone";"pFam";"BoW"
"caret";"XGBoost";"None";"CV";0,8;10;"downSample";0,555555555555556;0,111111111111111;0,307571658998756;0,7846984926127;0,5;0,407264709472656;0,288844366346485;0,777777777777778;0,333333333333333;0,538461538461538;0,6;0,538461538461538;0,777777777777778;0,636363636363636;0,5;0,388888888888889;0,722222222222222;0,555555555555556;0,555555555555556;80;50;50;0;100;50;50;0;"FAPROTAX";"chitinolysis";"Name";"Genus";"Species";"Strain";"NA2level";"no";"COG\d+";"COG\d+|GenomeID";"pickone";"COG";"BoW"
